"Date","Ring","leaf_flux","Start_date","End_date","Days"
2012-10-09,"1",627.993936331481,2012-09-14,2012-10-09,26
2012-10-09,"2",855.987872662961,2012-09-14,2012-10-09,26
2012-10-09,"3",940.070742799394,2012-09-14,2012-10-09,26
2012-10-09,"4",636.280949974735,2012-09-14,2012-10-09,26
2012-10-09,"5",853.966649823143,2012-09-14,2012-10-09,26
2012-10-09,"6",956.846892369884,2012-09-14,2012-10-09,26
2012-11-13,"1",631.375109646964,2012-10-09,2012-11-13,36
2012-11-13,"2",674.487420950281,2012-10-09,2012-11-13,36
2012-11-13,"3",915.161140022181,2012-10-09,2012-11-13,36
2012-11-13,"4",762.060072317778,2012-10-09,2012-11-13,36
2012-11-13,"5",908.549510115958,2012-10-09,2012-11-13,36
2012-11-13,"6",697.86601305045,2012-10-09,2012-11-13,36
2012-12-11,"1",625.315816068722,2012-11-13,2012-12-11,29
2012-12-11,"2",760.214393994081,2012-11-13,2012-12-11,29
2012-12-11,"3",624.639067350033,2012-11-13,2012-12-11,29
2012-12-11,"4",496.733559517794,2012-11-13,2012-12-11,29
2012-12-11,"5",1008.35559084675,2012-11-13,2012-12-11,29
2012-12-11,"6",956.020356601458,2012-11-13,2012-12-11,29
2013-01-08,"1",267.202952429077,2012-12-11,2013-01-08,29
2013-01-08,"2",489.289323612214,2012-12-11,2013-01-08,29
2013-01-08,"3",597.343535696239,2012-12-11,2013-01-08,29
2013-01-08,"4",355.518660218003,2012-12-11,2013-01-08,29
2013-01-08,"5",694.908142640583,2012-12-11,2013-01-08,29
2013-01-08,"6",653.288096441204,2012-12-11,2013-01-08,29
2013-02-20,"1",189.709978025077,2013-01-08,2013-02-20,44
2013-02-20,"2",246.556870394961,2013-01-08,2013-02-20,44
2013-02-20,"3",152.105832167997,2013-01-08,2013-02-20,44
2013-02-20,"4",172.009589057194,2013-01-08,2013-02-20,44
2013-02-20,"5",271.528373503179,2013-01-08,2013-02-20,44
2013-02-20,"6",318.01943664289,2013-01-08,2013-02-20,44
2013-03-14,"1",430.775669785271,2013-02-20,2013-03-14,23
2013-03-14,"2",519.567836015537,2013-02-20,2013-03-14,23
2013-03-14,"3",475.1111417357,2013-02-20,2013-03-14,23
2013-03-14,"4",472.310267914108,2013-02-20,2013-03-14,23
2013-03-14,"5",313.215530749639,2013-02-20,2013-03-14,23
2013-03-14,"6",261.583750593351,2013-02-20,2013-03-14,23
2013-04-09,"1",446.290753769278,2013-03-14,2013-04-09,27
2013-04-09,"2",524.819364005822,2013-03-14,2013-04-09,27
2013-04-09,"3",183.537183158204,2013-03-14,2013-04-09,27
2013-04-09,"4",223.321370112679,2013-03-14,2013-04-09,27
2013-04-09,"5",366.170646488989,2013-03-14,2013-04-09,27
2013-04-09,"6",277.005782943125,2013-03-14,2013-04-09,27
2013-05-13,"1",281.251341702253,2013-04-09,2013-05-13,35
2013-05-13,"2",180.467622454068,2013-04-09,2013-05-13,35
2013-05-13,"3",114.508714046508,2013-04-09,2013-05-13,35
2013-05-13,"4",113.804423571686,2013-04-09,2013-05-13,35
2013-05-13,"5",174.662386430065,2013-04-09,2013-05-13,35
2013-05-13,"6",135.784396291783,2013-04-09,2013-05-13,35
2013-06-14,"1",193.053976475212,2013-05-13,2013-06-14,33
2013-06-14,"2",200.665143731402,2013-05-13,2013-06-14,33
2013-06-14,"3",101.999817528494,2013-05-13,2013-06-14,33
2013-06-14,"4",103.298172477682,2013-05-13,2013-06-14,33
2013-06-14,"5",132.82697490315,2013-05-13,2013-06-14,33
2013-06-14,"6",167.164954241761,2013-05-13,2013-06-14,33
2013-07-08,"1",170.011977616829,2013-06-14,2013-07-08,25
2013-07-08,"2",189.907220257144,2013-06-14,2013-07-08,25
2013-07-08,"3",99.3288323695095,2013-06-14,2013-07-08,25
2013-07-08,"4",107.679243164337,2013-06-14,2013-07-08,25
2013-07-08,"5",127.87509591451,2013-06-14,2013-07-08,25
2013-07-08,"6",199.060037804353,2013-06-14,2013-07-08,25
2013-08-15,"1",389.923140342012,2013-07-08,2013-08-15,39
2013-08-15,"2",404.076871478004,2013-07-08,2013-08-15,39
2013-08-15,"3",253.071726815776,2013-07-08,2013-08-15,39
2013-08-15,"4",298.828488604027,2013-07-08,2013-08-15,39
2013-08-15,"5",304.949040953403,2013-07-08,2013-08-15,39
2013-08-15,"6",321.56724555198,2013-07-08,2013-08-15,39
2013-09-10,"1",557.151371451523,2013-08-15,2013-09-10,27
2013-09-10,"2",428.307053117563,2013-08-15,2013-09-10,27
2013-09-10,"3",334.138799272705,2013-08-15,2013-09-10,27
2013-09-10,"4",333.706914050522,2013-08-15,2013-09-10,27
2013-09-10,"5",490.346285571147,2013-08-15,2013-09-10,27
2013-09-10,"6",469.83821579577,2013-08-15,2013-09-10,27
2013-10-09,"1",528.835338099857,2013-09-10,2013-10-09,30
2013-10-09,"2",616.205793010519,2013-09-10,2013-10-09,30
2013-10-09,"3",505.696789469506,2013-09-10,2013-10-09,30
2013-10-09,"4",522.741661003758,2013-09-10,2013-10-09,30
2013-10-09,"5",600.808489135927,2013-09-10,2013-10-09,30
2013-10-09,"6",591.364499660226,2013-09-10,2013-10-09,30
2013-11-11,"1",274.15642018977,2013-10-09,2013-11-11,34
2013-11-11,"2",506.215940778851,2013-10-09,2013-11-11,34
2013-11-11,"3",590.150281661146,2013-10-09,2013-11-11,34
2013-11-11,"4",437.10645277093,2013-10-09,2013-11-11,34
2013-11-11,"5",649.138343175736,2013-10-09,2013-11-11,34
2013-11-11,"6",586.416633915371,2013-10-09,2013-11-11,34
2013-12-12,"1",103.620270909061,2013-11-11,2013-12-12,32
2013-12-12,"2",168.84817465104,2013-11-11,2013-12-12,32
2013-12-12,"3",301.356899777412,2013-11-11,2013-12-12,32
2013-12-12,"4",185.845644500227,2013-11-11,2013-12-12,32
2013-12-12,"5",382.976449856106,2013-11-11,2013-12-12,32
2013-12-12,"6",298.62571335945,2013-11-11,2013-12-12,32
2014-01-14,"1",1220.71651328852,2013-12-12,2014-01-14,34
2014-01-14,"2",1301.66325542778,2013-12-12,2014-01-14,34
2014-01-14,"3",1400.28293717025,2013-12-12,2014-01-14,34
2014-01-14,"4",1087.03848319816,2013-12-12,2014-01-14,34
2014-01-14,"5",1672.63846142067,2013-12-12,2014-01-14,34
2014-01-14,"6",1558.64523626019,2013-12-12,2014-01-14,34
2014-02-26,"1",303.406047738985,2014-01-14,2014-02-26,44
2014-02-26,"2",598.661919143252,2014-01-14,2014-02-26,44
2014-02-26,"3",502.757637362853,2014-01-14,2014-02-26,44
2014-02-26,"4",546.232861061821,2014-01-14,2014-02-26,44
2014-02-26,"5",492.497450621709,2014-01-14,2014-02-26,44
2014-02-26,"6",710.132750469073,2014-01-14,2014-02-26,44
2014-03-13,"1",162.465143263526,2014-02-26,2014-03-13,16
2014-03-13,"2",352.001572062209,2014-02-26,2014-03-13,16
2014-03-13,"3",232.940317781146,2014-02-26,2014-03-13,16
2014-03-13,"4",148.97535231037,2014-02-26,2014-03-13,16
2014-03-13,"5",179.804615125484,2014-02-26,2014-03-13,16
2014-03-13,"6",309.772986731046,2014-02-26,2014-03-13,16
2014-04-14,"1",203.746480906663,2014-03-13,2014-04-14,33
2014-04-14,"2",264.15546835523,2014-03-13,2014-04-14,33
2014-04-14,"3",292.763469555331,2014-03-13,2014-04-14,33
2014-04-14,"4",189.354432478525,2014-03-13,2014-04-14,33
2014-04-14,"5",306.166900896918,2014-03-13,2014-04-14,33
2014-04-14,"6",451.682115336028,2014-03-13,2014-04-14,33
2014-05-07,"1",111.289463277457,2014-04-14,2014-05-07,24
2014-05-07,"2",164.838137399214,2014-04-14,2014-05-07,24
2014-05-07,"3",176.066085198937,2014-04-14,2014-05-07,24
2014-05-07,"4",110.547982072632,2014-04-14,2014-05-07,24
2014-05-07,"5",178.662642529165,2014-04-14,2014-05-07,24
2014-05-07,"6",198.969615747962,2014-04-14,2014-05-07,24
2014-06-12,"1",99.5048705855932,2014-05-07,2014-06-12,37
2014-06-12,"2",146.964130312728,2014-05-07,2014-06-12,37
2014-06-12,"3",212.264366122059,2014-05-07,2014-06-12,37
2014-06-12,"4",200.039652461962,2014-05-07,2014-06-12,37
2014-06-12,"5",130.1986833979,2014-05-07,2014-06-12,37
2014-06-12,"6",301.993852113862,2014-05-07,2014-06-12,37
2014-07-03,"1",202.128299525975,2014-06-12,2014-07-03,22
2014-07-03,"2",278.593385307635,2014-06-12,2014-07-03,22
2014-07-03,"3",420.331636949879,2014-06-12,2014-07-03,22
2014-07-03,"4",346.639717028802,2014-06-12,2014-07-03,22
2014-07-03,"5",356.548822156452,2014-06-12,2014-07-03,22
2014-07-03,"6",702.059120768065,2014-06-12,2014-07-03,22
2014-08-14,"1",75.7883370629707,2014-07-03,2014-08-14,43
2014-08-14,"2",121.462108087298,2014-07-03,2014-08-14,43
2014-08-14,"3",201.262061166053,2014-07-03,2014-08-14,43
2014-08-14,"4",157.072625664718,2014-07-03,2014-08-14,43
2014-08-14,"5",188.594077095214,2014-07-03,2014-08-14,43
2014-08-14,"6",157.205719579393,2014-07-03,2014-08-14,43
2014-09-15,"1",105.423351440121,2014-08-14,2014-09-15,33
2014-09-15,"2",104.92495420667,2014-08-14,2014-09-15,33
2014-09-15,"3",143.517677804447,2014-08-14,2014-09-15,33
2014-09-15,"4",104.28147896665,2014-08-14,2014-09-15,33
2014-09-15,"5",145.181633716524,2014-08-14,2014-09-15,33
2014-09-15,"6",141.499415740273,2014-08-14,2014-09-15,33
2014-10-16,"1",297.336753655316,2014-09-15,2014-10-16,32
2014-10-16,"2",679.758431270273,2014-09-15,2014-10-16,32
2014-10-16,"3",642.733581639473,2014-09-15,2014-10-16,32
2014-10-16,"4",505.494180834243,2014-09-15,2014-10-16,32
2014-10-16,"5",534.755048982054,2014-09-15,2014-10-16,32
2014-10-16,"6",2249.97962476976,2014-09-15,2014-10-16,32
2014-11-12,"1",344.188048584208,2014-10-16,2014-11-12,28
2014-11-12,"2",384.172702262647,2014-10-16,2014-11-12,28
2014-11-12,"3",448.710300750473,2014-10-16,2014-11-12,28
2014-11-12,"4",346.576553815058,2014-10-16,2014-11-12,28
2014-11-12,"5",545.743534626809,2014-10-16,2014-11-12,28
2014-11-12,"6",495.218310781727,2014-10-16,2014-11-12,28
2014-12-16,"1",327.12507059418,2014-11-12,2014-12-16,35
2014-12-16,"2",310.881907083197,2014-11-12,2014-12-16,35
2014-12-16,"3",285.924077817079,2014-11-12,2014-12-16,35
2014-12-16,"4",278.840509169812,2014-11-12,2014-12-16,35
2014-12-16,"5",411.189734863122,2014-11-12,2014-12-16,35
2014-12-16,"6",719.457799542252,2014-11-12,2014-12-16,35
2015-01-13,"1",461.716324983758,2014-12-16,2015-01-13,29
2015-01-13,"2",446.851539377752,2014-12-16,2015-01-13,29
2015-01-13,"3",969.099653504656,2014-12-16,2015-01-13,29
2015-01-13,"4",382.691249187902,2014-12-16,2015-01-13,29
2015-01-13,"5",852.484570129214,2014-12-16,2015-01-13,29
2015-01-13,"6",684.672318270411,2014-12-16,2015-01-13,29
2015-02-11,"1",752.371887578192,2015-01-13,2015-02-11,30
2015-02-11,"2",727.26995521946,2015-01-13,2015-02-11,30
2015-02-11,"3",863.735167534979,2015-01-13,2015-02-11,30
2015-02-11,"4",251.988552212019,2015-01-13,2015-02-11,30
2015-02-11,"5",641.455106201321,2015-01-13,2015-02-11,30
2015-02-11,"6",434.09463156244,2015-01-13,2015-02-11,30
2015-03-12,"1",1236.31645205694,2015-02-11,2015-03-12,30
2015-03-12,"2",1005.85784356432,2015-02-11,2015-03-12,30
2015-03-12,"3",857.187662575267,2015-02-11,2015-03-12,30
2015-03-12,"4",958.18050739663,2015-02-11,2015-03-12,30
2015-03-12,"5",1198.36080570124,2015-02-11,2015-03-12,30
2015-03-12,"6",464.668894077469,2015-02-11,2015-03-12,30
2015-04-17,"1",182.769777104037,2015-03-12,2015-04-17,37
2015-04-17,"2",225.685671775869,2015-03-12,2015-04-17,37
2015-04-17,"3",204.762857223064,2015-03-12,2015-04-17,37
2015-04-17,"4",286.567991690528,2015-03-12,2015-04-17,37
2015-04-17,"5",222.003657450853,2015-03-12,2015-04-17,37
2015-04-17,"6",109.56185784066,2015-03-12,2015-04-17,37
2015-06-09,"1",212.955371018334,2015-04-17,2015-06-09,54
2015-06-09,"2",231.00455728546,2015-04-17,2015-06-09,54
2015-06-09,"3",131.969405169373,2015-04-17,2015-06-09,54
2015-06-09,"4",152.986070723731,2015-04-17,2015-06-09,54
2015-06-09,"5",126.749501844843,2015-04-17,2015-06-09,54
2015-06-09,"6",110.595211990046,2015-04-17,2015-06-09,54
2015-08-24,"1",271.364957049015,2015-06-09,2015-08-24,77
2015-08-24,"2",216.117922395681,2015-06-09,2015-08-24,77
2015-08-24,"3",179.47910294939,2015-06-09,2015-08-24,77
2015-08-24,"4",332.0224196165,2015-06-09,2015-08-24,77
2015-08-24,"5",185.945021409005,2015-06-09,2015-08-24,77
2015-08-24,"6",297.694044041382,2015-06-09,2015-08-24,77
2015-09-11,"1",291.480686092864,2015-08-24,2015-09-11,19
2015-09-11,"2",231.84408511594,2015-08-24,2015-09-11,19
2015-09-11,"3",195.718235921621,2015-08-24,2015-09-11,19
2015-09-11,"4",196.876228173601,2015-08-24,2015-09-11,19
2015-09-11,"5",205.368171354781,2015-08-24,2015-09-11,19
2015-09-11,"6",212.789848969738,2015-08-24,2015-09-11,19
2015-10-16,"1",1535.17288673933,2015-09-11,2015-10-16,36
2015-10-16,"2",1494.9559662167,2015-09-11,2015-10-16,36
2015-10-16,"3",1427.44351404028,2015-09-11,2015-10-16,36
2015-10-16,"4",1046.10914603335,2015-09-11,2015-10-16,36
2015-10-16,"5",1643.00151591713,2015-09-11,2015-10-16,36
2015-10-16,"6",3193.87497293005,2015-09-11,2015-10-16,36
2015-11-23,"1",295.977833036355,2015-10-16,2015-11-23,39
2015-11-23,"2",466.584997739422,2015-10-16,2015-11-23,39
2015-11-23,"3",590.866931730539,2015-10-16,2015-11-23,39
2015-11-23,"4",452.248610409298,2015-10-16,2015-11-23,39
2015-11-23,"5",572.940214356001,2015-10-16,2015-11-23,39
2015-11-23,"6",289.312451796495,2015-10-16,2015-11-23,39
2015-12-17,"1",695.413824322048,2015-11-23,2015-12-17,25
2015-12-17,"2",789.88230587839,2015-11-23,2015-12-17,25
2015-12-17,"3",823.187742125653,2015-11-23,2015-12-17,25
2015-12-17,"4",811.370957554321,2015-11-23,2015-12-17,25
2015-12-17,"5",1010.25612683173,2015-11-23,2015-12-17,25
2015-12-17,"6",615.499199932626,2015-11-23,2015-12-17,25
2016-01-20,"1",351.586882858247,2015-12-17,2016-01-20,35
2016-01-20,"2",388.165814582528,2015-12-17,2016-01-20,35
2016-01-20,"3",617.7269417115,2015-12-17,2016-01-20,35
2016-01-20,"4",261.263487203876,2015-12-17,2016-01-20,35
2016-01-20,"5",462.484766519038,2015-12-17,2016-01-20,35
2016-01-20,"6",263.260559403145,2015-12-17,2016-01-20,35
2016-02-22,"1",495.257016858836,2016-01-20,2016-02-22,34
2016-02-22,"2",714.931018114444,2016-01-20,2016-02-22,34
2016-02-22,"3",535.078552069457,2016-01-20,2016-02-22,34
2016-02-22,"4",916.584363085121,2016-01-20,2016-02-22,34
2016-02-22,"5",569.885310916135,2016-01-20,2016-02-22,34
2016-02-22,"6",479.896871698287,2016-01-20,2016-02-22,34
2016-03-10,"1",523.437267782302,2016-02-22,2016-03-10,18
2016-03-10,"2",574.896709568112,2016-02-22,2016-03-10,18
2016-03-10,"3",682.961537318313,2016-02-22,2016-03-10,18
2016-03-10,"4",742.669351722498,2016-02-22,2016-03-10,18
2016-03-10,"5",1386.28392236126,2016-02-22,2016-03-10,18
2016-03-10,"6",677.945635050382,2016-02-22,2016-03-10,18
2016-04-05,"1",404.949080732305,2016-03-10,2016-04-05,27
2016-04-05,"2",456.32992575893,2016-03-10,2016-04-05,27
2016-04-05,"3",403.309266529327,2016-03-10,2016-04-05,27
2016-04-05,"4",482.72486104093,2016-03-10,2016-04-05,27
2016-04-05,"5",543.483013954212,2016-03-10,2016-04-05,27
2016-04-05,"6",858.752477941462,2016-03-10,2016-04-05,27
2016-05-13,"1",324.783582883434,2016-04-05,2016-05-13,39
2016-05-13,"2",366.836985718465,2016-04-05,2016-05-13,39
2016-05-13,"3",207.840217015505,2016-04-05,2016-05-13,39
2016-05-13,"4",255.902436105423,2016-04-05,2016-05-13,39
2016-05-13,"5",418.547711497035,2016-04-05,2016-05-13,39
2016-05-13,"6",339.028549772612,2016-04-05,2016-05-13,39
2016-06-28,"1",288.099775907903,2016-05-13,2016-06-28,47
2016-06-28,"2",360.538370279236,2016-05-13,2016-06-28,47
2016-06-28,"3",222.780774216227,2016-05-13,2016-06-28,47
2016-06-28,"4",435.02976909726,2016-05-13,2016-06-28,47
2016-06-28,"5",376.212459081222,2016-05-13,2016-06-28,47
2016-06-28,"6",363.497429531823,2016-05-13,2016-06-28,47
2016-07-26,"1",194.016338217955,2016-06-28,2016-07-26,29
2016-07-26,"2",208.812428457993,2016-06-28,2016-07-26,29
2016-07-26,"3",308.371832815997,2016-06-28,2016-07-26,29
2016-07-26,"4",323.576120695878,2016-06-28,2016-07-26,29
2016-07-26,"5",263.864325416877,2016-06-28,2016-07-26,29
2016-07-26,"6",268.928661661734,2016-06-28,2016-07-26,29
2016-08-30,"1",224.67155128853,2016-07-26,2016-08-30,36
2016-08-30,"2",161.275020366914,2016-07-26,2016-08-30,36
2016-08-30,"3",107.33234678409,2016-07-26,2016-08-30,36
2016-08-30,"4",183.389879448495,2016-07-26,2016-08-30,36
2016-08-30,"5",179.235544647369,2016-07-26,2016-08-30,36
2016-08-30,"6",124.693207247528,2016-07-26,2016-08-30,36
2016-09-13,"1",150.508915036454,2016-08-30,2016-09-13,15
2016-09-13,"2",276.654876200101,2016-08-30,2016-09-13,15
2016-09-13,"3",193.098967732621,2016-08-30,2016-09-13,15
2016-09-13,"4",361.33869919873,2016-08-30,2016-09-13,15
2016-09-13,"5",393.619613080199,2016-08-30,2016-09-13,15
2016-09-13,"6",306.364144950552,2016-08-30,2016-09-13,15
2016-10-13,"1",647.022907192185,2016-09-13,2016-10-13,31
2016-10-13,"2",599.124136769412,2016-09-13,2016-10-13,31
2016-10-13,"3",893.279434057605,2016-09-13,2016-10-13,31
2016-10-13,"4",973.576722250295,2016-09-13,2016-10-13,31
2016-10-13,"5",1087.90213912751,2016-09-13,2016-10-13,31
2016-10-13,"6",902.211314035468,2016-09-13,2016-10-13,31
2016-11-07,"1",577.488630621526,2016-10-13,2016-11-07,26
2016-11-07,"2",579.080343607883,2016-10-13,2016-11-07,26
2016-11-07,"3",849.368367862557,2016-10-13,2016-11-07,26
2016-11-07,"4",594.22688226377,2016-10-13,2016-11-07,26
2016-11-07,"5",958.299646286003,2016-10-13,2016-11-07,26
2016-11-07,"6",536.317043239732,2016-10-13,2016-11-07,26
2016-12-12,"1",792.057130169813,2016-11-09,2016-12-12,34
2016-12-12,"2",1070.03588180951,2016-11-09,2016-12-12,34
2016-12-12,"3",767.107660740809,2016-11-09,2016-12-12,34
2016-12-12,"4",876.628845299891,2016-11-09,2016-12-12,34
2016-12-12,"5",818.250723505903,2016-11-09,2016-12-12,34
2016-12-12,"6",772.685948554305,2016-11-09,2016-12-12,34
